Gene	SRR3189679	SRR3189680	SRR3189681	SRR3189682	SRR3189683	SRR3189684	SRR3189685	SRR3189686	SRR3189687	SRR3189688	SRR3189689	SRR3189690	SRR3189691	SRR3189692	SRR3189693	SRR3189694	SRR3189695	SRR3189696	SRR3189697
ENSMUSG00000000399	18.317193284050585	21.360375689754303	16.43900790823659	15.707525349738576	10.789289941675756	23.001986353578666	25.49520364259116	24.62858751634308	20.810740582835837	17.147969846963548	33.60207509762984	17.934332157580315	16.503105306022086	14.248807983417636	29.25926182894113	24.191122244118706	23.126497930906694	29.4689914224179	26.24928037779428
ENSMUSG00000000409	7.332936658200543	6.42086034836602	8.234459794723412	10.77803194264673	2.3690644492644517	2.8063389494931386	9.387510472981798	7.927511468966781	11.631939634795296	6.4822855821146455	17.611802505326025	9.906981248095107	11.628852888000656	8.360092639156289	13.841644317203691	5.027692183761415	12.53384107764243	8.307987202819032	10.881697937252223
ENSMUSG00000000420	16.48961280167753	14.755022720629745	17.507910074950342	15.678813624723327	35.14985356995244	12.519531523132349	14.248807983417636	17.08912292987881	13.980554820089765	20.72040281414762	11.692346937760608	18.096728818344445	19.54690213510358	30.26070237558333	14.50303508443156	19.03070864034227	17.00546190935715	17.516450258841772	18.994292782305127
ENSMUSG00000000486	18.843464991394903	18.806329374107914	21.659895210520325	13.6893784105053	6.28097701721462	6.882754611754436	13.903650409126197	14.44352163269063	11.323654518079046	10.019017787432816	15.780865159220316	10.459050979610868	8.415903416585412	14.2643822996439	12.777825710180151	14.816700314356812	14.289301250342074	15.253584927371485	19.59452235965707
ENSMUSG00000000561	16.238078135496494	20.8429775036198	11.362201397083323	12.763590758679683	20.097787292273143	28.86596561214401	27.996277173962184	18.646186906359485	9.311807532785169	11.82853611806189	36.97648180895632	10.232047150911871	9.786128880841586	26.980128560341576	32.122733259238174	12.89551721485966	16.179666838564017	22.55356009229077	12.552587645911371
ENSMUSG00000000563	46.60172328302561	40.72497410319136	41.38956521697891	49.05032032605559	27.28979829021002	41.7800328830381	47.27601734086652	44.43311813208547	46.20906701552405	42.504179489612326	48.54300490097432	27.69199413624953	38.82904337716031	33.176237698667386	48.43102036581672	40.96389410952854	36.93244761059668	54.78935433816034	48.84757475354713
ENSMUSG00000000568	19.012520724987723	19.39233530875054	28.64417492537016	19.75804192303288	33.3233931105247	11.34721034141813	18.03785212347743	18.448858819782064	15.640235918221128	24.257505524402383	8.468726233542332	19.039569496944686	10.029479572808013	36.51986162583736	15.689745840637546	26.84313697502895	25.53496049005071	24.287926313565062	28.844003075716284
ENSMUSG00000000581	27.1464542734	24.46348993458273	22.47442615613394	27.777232651754936	17.566904061875732	20.524138001433933	24.14592914016064	31.53378978008155	30.66148112818212	19.51735601950265	30.93099313921632	15.304047778372116	13.198030319193446	20.567180846883804	27.00068858245999	23.414064775802647	25.109712256412696	28.57113665260502	25.92784897180564
ENSMUSG00000000594	49.6894157237016	46.908188220090295	47.72123200495373	40.52429635806193	31.946191544686208	52.61979194620805	62.725338199813024	34.61597488045887	56.62875593827213	34.41744784671974	27.041137188158096	50.612198363525685	33.972104801879134	45.834816021795625	65.31790308239431	47.55294221052919	48.54300490097432	43.33502453170483	28.17341982269474
ENSMUSG00000000600	24.73429236629561	14.66002709035542	17.689628992308805	30.66148112818212	13.514546474761245	14.665176323152108	15.4607849272176	17.053304872922745	26.048005213919843	20.22390413428186	16.094235046893882	11.108969310776684	11.591004716294954	12.484639222864253	13.028441725032897	13.536727598261985	13.6893784105053	15.561728188893913	14.52826172840876
ENSMUSG00000000631	9.472753784104455	11.664355650880031	11.550710787338124	8.055682048758914	13.855587397003386	7.317220637840023	9.030635984402478	9.621248011539477	13.236163709562025	14.18231508629599	9.534935694901806	17.299375842115488	9.283625093814864	17.147969846963548	9.096684631099468	8.112330848134674	14.800061686125566	8.89646459183607	9.036078642137284
ENSMUSG00000000673	5.630326580884209	6.96493467821278	6.828125084409326	7.648879891562153	7.354427536312032	12.323728409627028	10.89551569438579	8.598338999778678	11.69900817201967	6.452510926484766	14.28365387478176	9.770227258035977	11.439007363938188	6.86382630053895	13.256585528801072	6.14853257014926	8.461524013156561	6.95194589300071	8.381149568813116
ENSMUSG00000000682	28.59558132731256	24.71827769786755	22.64055790911988	17.982753133982524	9.76096375238408	17.982753133982524	28.42693894321247	17.9006142487689	48.54300490097432	11.167753584548333	9.988795411161838	25.04392353177188	34.49296718380056	12.507541940830755	23.39741017135908	12.18803750484548	13.571233343826991	7.987586894700276	15.66237711687108
ENSMUSG00000000740	78.94061214204751	75.3508188899063	70.40876121386346	72.57705047508561	58.76316245801655	49.05032032605559	63.57559186630745	61.09075661549785	67.20631859208746	83.17118502039972	50.299350763906986	128.56111772585422	100.61046002763386	68.53173258384408	62.940349758482206	71.18202381532734	75.65756582959362	59.07915005179509	70.15718365910799
ENSMUSG00000000743	12.212387757618975	20.800401140931744	13.12250074581085	12.163214623071896	26.865216098972176	33.74795338829969	27.244162731211837	14.229070133036071	9.26149625642471	6.6586439049130135	23.325246043326292	5.076715147589703	5.497795135612659	30.093333218470757	30.49537298525916	13.386791868384949	9.347717048033603	17.268464257971967	4.180662507633076
ENSMUSG00000000751	12.266191527564848	16.841200322816537	12.862051318976926	11.206785453233444	21.07614331022001	27.12147145739526	19.23951622894528	15.074690052111496	10.213788755309611	16.211625767745915	21.174617683769245	17.306600983274603	16.9568560093861	22.033013338166363	23.24225821714792	17.68153967348754	17.791209928492464	20.3543909399555	15.857726265119616
ENSMUSG00000000753	11.034907271390123	11.156226831726926	10.604867996576823	7.741690466656682	8.767632873881292	10.644507570783665	8.560791709723594	5.423965692532311	4.714389036430049	3.5020847666767887	7.444146257439094	7.147899552945424	5.877097707118815	10.29094279062531	13.523628070962516	4.01019141525838	3.953191293459679	3.609565350244389	4.578414002658512
ENSMUSG00000000787	26.84313697502895	28.54662959933353	31.88182136222989	27.53338887962626	42.84582943004837	20.503581395148757	28.86596561214401	23.3555324277718	20.37375594981616	24.647509986399875	15.910324818470476	21.40957043165241	13.707186778053533	39.22673139285408	25.5552535917937	29.70481421012814	26.72904119524883	30.34227132000981	28.196821847410003
ENSMUSG00000000826	15.910324818470476	16.179666838564017	15.513683824064543	14.473298306346804	23.31035214452053	13.052150851792074	13.178687315920184	13.266403051653375	13.110332397631195	13.611230981640547	11.473552435576693	13.969035845827875	9.00038653984961	18.38506739825036	13.870105288031588	12.96428876560736	14.2780064992214	12.698394463680092	12.675986665836492
ENSMUSG00000000827	13.64624044105065	14.98633132304174	10.676058931365564	14.996733219654336	10.043571951759631	13.47541349996958	14.468381838365037	16.983765782019354	13.523628070962516	10.043571951759631	25.24607659780783	9.72498255888859	10.758758772880046	11.556731033166724	17.77442238233968	14.010341457537052	12.717217826851224	14.55344242429889	13.466228968667435
ENSMUSG00000000838	11.500356380243137	8.564724207091583	10.772139103793798	12.89953151841982	16.732179739553786	8.764183685290009	8.650171687598323	9.211860930390486	11.845308004797824	10.692912680899251	7.117680420512575	6.3613443220009085	5.337112830376013	9.929943516152209	6.619141769671619	8.576508747384059	7.644927606624691	8.786099292384977	8.901969489066174
ENSMUSG00000000861	28.018886598964837	23.48265156682406	36.41992520698757	35.90873257246623	6.854329529885043	6.85557880118184	12.345085315963123	15.098605530894552	16.759973093279296	19.826901971267272	11.628852888000656	17.603889208943965	10.374879413697418	10.578962632491084	10.736858646811106	19.17911056496641	20.1714821559339	16.290679827637682	19.5577724473438
ENSMUSG00000000902	15.041413782497624	21.334937864939825	15.427366102423589	12.174031074442928	8.744024012140603	21.3229684005516	22.21742755874868	14.309475215037727	10.746693495709522	13.156402455806065	16.026286044068947	18.156903394119247	15.150895259049651	13.266403051653375	26.82072717020251	17.846613995919494	19.612810167313377	20.324347329015566	11.898510900884624
ENSMUSG00000000976	17.94237307807406	15.92779784986329	13.903650409126197	15.651324616621975	6.401335555277833	12.06400126958934	13.310082187477656	10.804808347867944	7.740291513882708	10.47169606191282	7.884628599535085	11.250880281831147	3.2097451580574994	5.674267196528074	13.214475141019411	11.04655945941273	11.512411959687746	12.494836428696464	6.557584000902343
ENSMUSG00000001016	24.191122244118706	22.737497116510408	21.80656924019355	24.993321964513967	20.567180846883804	28.69497463691267	24.38286590160509	24.005366572040128	22.3572768113759	21.02966123240688	33.25378288385387	17.37815605529424	20.424734335294087	19.77761639768526	27.973667748959908	19.62173757117686	18.448858819782064	23.691736532165294	18.576812089445177
ENSMUSG00000001017	13.601779887545998	12.09772030525961	12.832902623470986	11.908416798417925	16.621972653057828	6.971525035593085	9.899983137350878	12.22629454461275	15.819633666279437	16.516320766291763	8.810095590218822	17.918443330706076	21.76471761902485	20.16103773663857	9.495057632581156	16.93513844804045	14.134368720998689	12.639361360361754	15.768467855327502
ENSMUSG00000001020	3.593524719692935	3.139713562888661	2.970216926969842	2.6211019777296	10.940303469678618	5.08285313024687	5.635257454569453	5.552286984070328	9.204294656389166	8.242586859929933	6.2620675666029335	11.12244610747112	24.57436905513654	14.076162490705036	5.843929153370737	4.511155359826718	6.605700141938467	4.390338474982433	9.247555300771388
ENSMUSG00000001025	7.514963989942516	6.559584542142924	7.296387562535391	8.09277643847475	9.39178109390454	10.687181219770071	14.822074830729733	20.951244906328338	31.913404449399582	23.530447176225405	20.10766660703025	22.681169828793397	36.56640406254826	13.466228968667435	17.766073255181436	24.4142030324474	23.867509888951037	20.687021992294117	35.075525188833915
ENSMUSG00000001029	9.884468126725611	12.152502989642558	7.240692267472249	7.229400989164732	7.551554027161652	12.494836428696464	10.016894344916494	9.647487455132714	7.437564474860427	5.210928633471964	13.761066030045065	4.9361393170205154	7.104358398243527	7.459908401950789	10.441415612897863	8.887180604894741	8.219600896706464	11.53790612935918	10.681210203045172
ENSMUSG00000001056	20.324347329015566	24.59200935785048	16.812856602822976	12.01964114070444	8.689944588673448	18.536053738125204	26.865216098972176	23.945128824629396	21.065206783873684	17.498893303363133	30.40293947283942	26.55567590870785	26.707578914489844	10.436655089205782	21.40957043165241	26.36999766885389	26.18523292167175	25.741959022507075	27.88847075804049
ENSMUSG00000001065	2.9799175674905576	3.3714813581499694	2.805695716013827	10.346957340319571	22.40705872976655	5.479454041156317	3.462618657582089	3.1382982031841564	3.273274602232448	2.585742151230824	7.428136423291331	2.8361380562337857	2.769328501022156	6.210136471271106	4.673644720527725	2.7193431459504382	2.7457819671202173	5.010078911148203	2.489447623056273
ENSMUSG00000001082	15.97446819548002	20.951244906328338	15.338980751470867	11.14055403885942	19.06443832795241	26.84313697502895	22.95113464447827	18.883379887116007	13.456996440873825	10.4940813035765	21.08676824309773	7.386273087707538	5.84810983328905	18.308519889697628	24.849181056564223	20.86570668759374	18.863082719851505	24.020684363459644	14.65518485418059
ENSMUSG00000001100	9.034222059357862	7.710828436257033	9.161349626247947	7.733381912653107	8.444604886648406	6.126242155289906	8.069954743016078	10.84717210362516	10.604867996576823	10.900317555140347	8.439532799945448	13.931839502933062	16.907724455503384	9.735905246783156	7.003323998992764	10.048268350932576	10.199275774955384	7.770013150229397	10.132723882186443
ENSMUSG00000001105	13.27150982729466	14.980122694649356	12.415852582467116	16.61572161815414	8.060397937691395	11.960914687847476	13.069534660895128	16.864236108255014	21.19892826406168	18.022552658365125	20.708934095447876	19.40175047933799	17.748680470288704	7.702346330514514	13.414335147318855	17.013499229160157	14.712265297662542	15.99349368694574	23.269400931371244
ENSMUSG00000001123	41.64683188132476	43.86794573365464	42.96945421344497	28.720910648833847	13.846514007629043	25.53496049005071	28.61991173491063	34.895029656418274	22.905755018618603	25.967224216306715	39.35002743439359	31.818735508476927	20.810740582835837	25.514553605554607	37.56103644112929	50.70391498287839	45.74107296429269	49.15634383620947	37.39754647836526
ENSMUSG00000001128	5.342412954093173	6.04303219653973	5.191413370480578	5.275356961016231	8.670121564029603	16.359981161780865	7.354427536312032	6.336423786961455	8.33309649850457	4.145047846796845	5.998251242650371	4.608471337127125	7.154919467687598	5.956808636519966	7.325131173093344	6.328771423377847	4.514685519011294	6.23101646433554	5.351244779746732
ENSMUSG00000001150	6.463660495999351	7.121214690742763	7.939246825038122	6.581971555233681	7.284020624558996	6.105116473861305	10.1830190960409	11.293249838054594	9.869255369477116	14.538452244097396	9.666340317085377	10.56830840635087	7.08830653699118	12.174031074442928	10.491650551926158	12.94448956610497	10.900317555140347	10.223243698490386	19.91051734438781
ENSMUSG00000001151	12.51580866640175	12.724522180450585	14.314551545017094	12.3858399437816	13.36609288862778	8.061808320637548	10.275879389153772	10.258974977610617	7.562594150593025	9.458596024710433	8.34163678046911	6.60470042404623	5.055592777167931	13.91308507638126	8.8771619303579	10.12713429015365	12.467056311079448	12.237406131185944	9.499422399345688
ENSMUSG00000001158	11.24243043204369	11.338129257819366	13.290189211803929	10.667429002177972	5.628010618678226	8.027239776730323	8.500973861129212	12.526774062435944	17.791209928492464	15.707525349738576	10.459050979610868	20.963424994852065	29.517529924119515	5.514596358149499	9.027131730678413	12.717217826851224	12.639361360361754	10.624432747651776	18.14895599547174
ENSMUSG00000001173	15.535509250679974	10.547638091615935	16.50972563197016	22.655349898299907	10.058029697996664	6.405463256766812	5.95254893454956	9.387510472981798	11.802321414398014	12.237406131185944	10.021057427544465	7.288586168309386	4.65796829716726	8.765845902354128	5.322960328135347	10.01472305310083	8.57304457815013	8.126412708238558	7.12474628149406
ENSMUSG00000001175	56.89137107719308	61.8756860512601	57.519614698736085	58.21238122553328	23.5869855452419	56.49566864076428	70.66659130933911	63.15785450645163	62.725338199813024	49.6894157237016	62.940349758482206	58.6251235036398	51.99096654928165	29.155056674838114	69.46644499597242	61.26850544518943	58.76316245801655	66.22807691300444	31.68579972548124
ENSMUSG00000001228	25.69280703349246	29.831982883020174	30.23340370758924	20.800401140931744	24.71827769786755	26.88843771532849	29.339656866313035	28.472415990586843	18.54556168945617	34.242618847808416	23.46399184507944	40.46991072405674	18.777756554940037	24.922831879601667	26.60285689879682	38.002199131666586	37.01973807642072	31.022560412760036	22.83032242315805
ENSMUSG00000001270	2.429103338745332	3.932311605702456	2.424575752816445	2.703659546183017	4.540906415884733	6.237008629622544	14.961725761268138	3.275958784418379	7.954422875676123	2.078139003891041	2.9346811012875893	7.14263233715641	11.651935081909674	9.634638881857107	14.06195162146997	2.1663310920936847	2.691746662804122	2.282394391069964	2.461209453313519
ENSMUSG00000001280	13.5410597398957	12.793363885737303	15.863967492294718	12.030257906755848	44.28342011689311	26.455408402034053	11.77963859826143	11.587918347663123	10.227823010110896	17.422552181805973	17.61983213851032	14.915217160953642	10.3620402338022	19.08445063506964	11.130748192610232	16.7391694366218	17.060442421085746	13.86506133400924	14.478519995186875
ENSMUSG00000001281	5.528538102430327	5.906563281875384	5.87258515241136	5.124349933326464	7.755509118255336	6.821631550110356	13.374238176486696	7.787120670362546	20.639783925514767	8.598338999778678	5.358637375386587	12.090794248656572	13.5410597398957	12.094257276958093	10.227823010110896	7.054148084048032	9.249425123999096	5.718931288562168	11.31798329692659
ENSMUSG00000001289	34.00230066128306	33.535522283152616	31.654359213429515	40.72497410319136	12.747502412206918	25.34959028839917	30.204982051134536	33.176237698667386	47.55294221052919	29.444699998373395	36.78722400775024	28.337705095680043	26.643195883584244	16.9568560093861	30.28673979406618	29.65141141600556	31.23468564566408	30.69572536286467	38.76651321835469
ENSMUSG00000001334	5.870889266908365	5.367440738746151	6.281907838660864	4.423748014151316	0.4496172730177564	4.044972000942167	4.85641880947802	6.1447967700627935	9.774648368430531	10.38258969500421	4.655485117246522	12.907479632751944	22.501036413242996	2.3860860552728616	4.521620549363734	8.042366527877585	6.735185145379883	5.462559526927471	9.85142051441778
ENSMUSG00000001383	15.237225862766683	15.93994245863697	16.345110407921393	12.7813015505246	17.074709190688864	12.7813015505246	15.622318270350103	14.533505217951518	13.64624044105065	17.139690329098535	14.101345164449944	19.0032937360142	14.129400600793325	17.498893303363133	16.48961280167753	18.080540789692087	16.475249898507492	16.804075143667177	24.14592914016064
ENSMUSG00000001403	15.432878966439938	18.410853915619995	16.173085774215746	9.49104934751509	9.686378207997071	17.61983213851032	18.883379887116007	23.990165346970524	13.461434237186554	12.89953151841982	11.29944329582722	13.444075482782928	13.256585528801072	10.192090406543151	17.61983213851032	25.158569192984054	21.360375689754303	24.73429236629561	12.31626126078255
ENSMUSG00000001415	8.866545677543769	6.974928743234742	7.070712417897019	8.109147315316457	15.397755728598296	11.064742287073296	9.22954494697796	8.334771449117154	7.215879767718843	7.358108104732293	11.66124194906401	8.088192255835654	5.811616636145901	13.955910074014076	6.866136011085455	7.375407756397805	7.509664870711038	6.570529133677852	6.136516100886276
ENSMUSG00000001416	32.66938715561962	32.20432639846602	32.876056935137804	24.207154218575475	20.23447363902332	22.84612751679393	33.289373670522295	33.637555203574614	33.01960910793977	40.46991072405674	35.38468666434896	38.82904337716031	49.78312033421553	31.14122099406544	30.204982051134536	40.00833116717637	35.77981372399633	34.81448171927939	38.002199131666586
ENSMUSG00000001418	10.799913771817511	12.99717305827031	11.098050396195497	7.989097667474089	9.3010941585512	18.138421973516728	13.601779887545998	12.789283151467544	8.8771619303579	7.457349269752763	12.656983043308808	8.034907423276369	8.70538629097267	9.089036279709545	15.080338005927931	11.638296279779242	13.739529526717837	14.66002709035542	11.82853611806189
ENSMUSG00000001419	8.09594669473041	9.02888385754045	8.574776662767098	9.793170733226432	26.84313697502895	11.915139336756194	10.003634329479231	6.4324106179696425	6.039402998480086	5.688098280334244	6.17235872822609	6.938478260114617	4.601805852987	20.276127774777752	8.234459794723412	7.514963989942516	10.33122340764259	6.947431179950096	6.156163581927396
ENSMUSG00000001424	15.502471613727934	17.822224676930745	16.983765782019354	15.74046803779091	66.62485427428618	40.72497410319136	23.46399184507944	14.57346075061524	10.530243962200991	15.2760143116491	15.502471613727934	24.257505524402383	13.285316025170092	49.51258048197669	14.294456390282772	16.983765782019354	19.14324844367381	13.077785172406164	14.238525389191215
ENSMUSG00000001436	6.4230190428442135	8.256340906382823	5.543652612580589	5.912990971288013	7.791624429887757	13.8367746267783	12.627569809181317	7.732018674243642	5.123681951474465	5.352713665222336	10.869066972546824	6.896366654235135	6.533884207504443	8.219600896706464	16.54328492028114	8.307987202819032	8.279699228565844	13.711989086223046	6.284901124864636
ENSMUSG00000001440	23.5869855452419	24.751958390463518	26.60285689879682	15.863967492294718	59.84529148385218	24.960070558314627	27.777232651754936	23.837020359078608	17.712357890215856	25.093192132051	18.883379887116007	27.598442533137717	13.828052892073837	58.49597973243938	24.320738434616736	27.51079913600777	27.195991664823914	29.517529924119515	24.59200935785048
ENSMUSG00000001467	4.4737318450312	4.4427083395171465	3.694701702789578	3.708045369857492	8.09594669473041	11.41447461992153	10.540456967908632	5.391507334956237	4.677698266519348	5.515340083784141	10.74017087998897	4.49648236242242	6.528806772282818	10.794801711536888	12.073408642859675	4.853220367792147	5.84641828783529	7.477564226922019	5.628010618678226
ENSMUSG00000001472	22.95113464447827	23.19972330572752	24.005366572040128	22.258125085096225	31.17040218055417	26.60285689879682	28.82009879847502	27.7336293518983	26.643195883584244	25.82730877102175	30.995398416692048	25.887567901089223	25.887567901089223	42.702864323184166	30.26070237558333	22.40705872976655	25.7088847067494	20.79066707740502	27.267145698852996
ENSMUSG00000001482	18.59402247372548	20.392669601429787	18.946964335400697	13.855587397003386	14.892176764910728	14.076162490705036	10.692912680899251	13.156402455806065	10.149035619703112	13.1022716087081	14.115779726142968	13.846514007629043	8.610416560221292	12.841483389642228	11.7897843862192	19.49963866299616	15.54846624419257	17.444989580044076	10.834540508213578
ENSMUSG00000001517	5.502253611460061	6.055794079658867	5.588897256771798	4.970883145449687	16.66292747316258	6.734030290346357	5.430988560370485	6.222503743126404	5.260133433221499	5.091493411568123	5.328988134043057	5.271831969180162	4.446680539476243	10.957327117525043	5.766313321160164	6.849492385150905	6.2878143027946685	6.402322142262194	5.172250644031933
ENSMUSG00000001525	91.7654391420111	107.25847917447064	116.16359007251592	79.28244561023816	66.22807691300444	85.49716035659743	95.91255978661948	93.41751244614802	59.67490401153583	84.38204367700591	69.24911632429642	116.16359007251592	59.504516539219495	75.9659647062265	104.25568519885914	127.06779935637286	112.24789205808074	104.25568519885914	64.29684287301957
ENSMUSG00000001569	8.434137970225082	8.729492435897168	8.165611107772566	6.694930993214595	15.298327021060738	9.453985771889702	10.08866203460324	6.363453806643198	6.213896605326691	4.383063816259983	7.1514499127222	6.443073541908514	5.4496804651910375	17.748680470288704	10.535534520704434	7.878965628095248	8.232941203128611	9.507944741453882	6.120348892497455
ENSMUSG00000001576	8.374865821622993	9.534935694901806	8.992494262206545	5.113263835652008	10.92615817884238	8.863214449484966	11.723316856875185	7.802987625051586	6.009906335290975	10.893152694938683	8.461524013156561	12.484639222864253	9.75881492535274	16.262617304735745	11.01236172104466	11.392531931197023	11.651935081909674	10.576327999084969	10.921325179022755
ENSMUSG00000001588	19.630632691663035	21.713407956136983	19.691245499344305	23.852660330832094	14.330899314979472	16.277386445333757	14.522796332527168	18.902374463338703	17.61983213851032	15.70145678215623	29.4689914224179	20.6758648344954	14.28365387478176	17.73901916910696	15.3851398861227	17.766073255181436	21.237211985905734	16.284218437636603	12.605918063777356
ENSMUSG00000001632	18.326496000242063	15.72322852946373	21.360375689754303	16.262617304735745	10.09100005153271	9.9839362366309	12.36021285584694	17.766073255181436	24.03547730063528	34.09980626821115	9.0791199880565	34.574038630311826	45.31223702442629	6.947431179950096	9.309487593241531	24.42867193908507	21.278012603395396	13.336714458605272	20.567180846883804
ENSMUSG00000001642	29.85964056514191	27.996277173962184	24.647509986399875	22.448803040609537	15.684232707413182	27.400447176791317	29.517529924119515	29.02571458967711	27.777232651754936	31.592769332332736	37.854967469118186	35.22771485724989	40.22068724041033	21.620875295141627	33.428163461955954	34.276470030016334	30.93099313921632	32.55296357262636	34.85475568784884
ENSMUSG00000001666	7.051767873766424	8.875264987177463	7.523001353290287	6.2119928830889375	4.37007409308307	6.655481298920384	8.254700972300437	10.140066061888437	12.40441429961265	7.544787147409462	10.201826401327436	11.000776193547424	15.2760143116491	4.956690919455307	8.051023490172735	10.989795684411014	11.12244610747112	8.757121359099068	14.350662081933407
ENSMUSG00000001674	14.59305706370002	15.97446819548002	17.060442421085746	14.390510388895336	7.680831489727709	9.756660935446856	14.55344242429889	15.298327021060738	15.729604238246424	17.627957685897158	12.036550739868275	18.24049185293688	17.918443330706076	8.824355426903889	13.036580837802983	19.582354796804715	17.72960350785552	14.85293219308183	26.980128560341576
ENSMUSG00000001687	12.679873904420347	14.838150104621414	13.707186778053533	13.198030319193446	14.096675939739164	13.36609288862778	16.15244266684887	12.770791877121413	17.806577662315433	12.679873904420347	10.789289941675756	14.134368720998689	23.256249729998583	14.57346075061524	12.97705595114041	15.031188557133571	12.61304954605728	13.6893784105053	16.290679827637682
ENSMUSG00000001729	14.992139782181791	17.03065476708744	16.77525270819234	12.251436853930336	28.066597770548714	10.408386684562782	13.899074101359592	14.564126922315056	13.619253284410547	11.159181135526463	12.259326800148177	20.924745270042838	13.98986500185409	27.840791754877596	12.717217826851224	18.36169598023868	19.349913670428798	14.4047347038005	13.951297953529185
